,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks,fixations_on_face,fixations_on_face,saccades,saccades,blinks,blinks
,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration,quantity,duration
1,124.0,0.6618294047419355,124.0,0.08786401612903226,27.0,0.3814911481481481,131.0,0.6430354289847329,131.0,0.07935882442748092,24.0,0.3866399583333333,187.0,0.45736273380213904,186.0,0.07727219892473118,32.0,0.38436975,137.0,0.5800996296569343,137.0,0.08001589781021898,24.0,0.3847896666666667,123.0,0.6585494374390245,123.0,0.0951379430894309,29.0,0.38798641379310345,135.0,0.6387695774888889,135.0,0.07372293333333332,19.0,0.36526426315789473,168.0,0.5210218174285715,168.0,0.08262285714285715,27.0,0.38701322222222223,198.0,0.4005301083333333,198.0,0.10427064141414141,45.0,0.3878279111111111,173.0,0.5053319584450867,173.0,0.08773670520231214,33.0,0.382286696969697,169.0,0.4810787473550296,169.0,0.09913221893491124,28.0,0.3888460714285714,162.0,0.4914476523333333,162.0,0.09183944444444445,32.0,0.38164409375,259.0,0.49388214380308876,258.0,0.10614304263565892,59.0,0.38772581355932206
2,151.0,0.38818597480794703,151.0,0.22891056953642383,37.0,0.3736887837837838,115.0,0.7217050074086957,115.0,0.09891824347826088,42.0,0.4058285,168.0,0.48001181452380953,168.0,0.10843110119047619,65.0,0.40337701538461535,128.0,0.609869302,128.0,0.08369365625,44.0,0.4171136818181818,121.0,0.6611075526280992,120.0,0.08958523333333333,41.0,0.4041956829268293,165.0,0.48515456744242424,165.0,0.08228314545454546,53.0,0.4049713396226415,140.0,0.6191837017142857,140.0,0.09166601428571429,44.0,0.4307168181818182,137.0,0.6154893956496351,136.0,0.08315630147058824,46.0,0.4043653913043478,151.0,0.5782350566092715,151.0,0.08721468874172185,54.0,0.41405287037037036,147.0,0.5728194602176871,148.0,0.10995129054054055,53.0,0.42897575471698113,126.0,0.6593692380317461,126.0,0.08712438888888889,45.0,0.4359926666666667,157.0,0.8565730802292993,157.0,0.11910414649681529,74.0,0.4357687162162162
3,106.0,0.7770319818867925,106.0,0.09300271335849057,32.0,0.41202428125,108.0,0.7968839537777778,107.0,0.08734786990654206,31.0,0.4089131612903226,137.0,0.6387820136642336,136.0,0.08211288094117647,37.0,0.4133780810810811,71.0,1.198773100169014,70.0,0.08242767359999999,20.0,0.42840055,97.0,0.8594517667628866,96.0,0.089652712,33.0,0.41303972727272725,97.0,0.9017119115876289,97.0,0.06946245410309279,19.0,0.4181296315789474,124.0,0.733007824516129,124.0,0.0889333615483871,39.0,0.4296831282051282,107.0,0.8365061718130842,107.0,0.06583374953271029,20.0,0.4235536,110.0,0.8857744337454545,110.0,0.059517861236363635,21.0,0.41316114285714284,93.0,1.005519616,93.0,0.0614805168172043,19.0,0.4178958947368421,110.0,0.7885865495272727,110.0,0.069954304,24.0,0.4259172083333333,152.0,0.9523788564210526,152.0,0.06991420294736843,36.0,0.4001403055555556
4,124.0,0.6533646984516129,123.0,0.09542108943089432,58.0,0.3707334482758621,147.0,0.5493017916054421,147.0,0.0932774693877551,71.0,0.33933898591549294,168.0,0.5011438298571429,168.0,0.09152323809523809,69.0,0.3608802753623188,127.0,0.600086803007874,126.0,0.1150631111111111,58.0,0.36407639655172414,130.0,0.604693649323077,130.0,0.11616187692307693,69.0,0.3698404057971014,161.0,0.47151429382608695,161.0,0.11640803726708074,73.0,0.361638698630137,168.0,0.5008330842857143,167.0,0.10454493413173653,61.0,0.3658364918032787,127.0,0.6445818606456694,128.0,0.127502734375,52.0,0.3825552692307692,196.0,0.4107844699591837,196.0,0.10322619897959183,86.0,0.39179868604651163,104.0,0.8153390847692307,104.0,0.1286895,54.0,0.3976910925925926,117.0,0.6946751262393163,116.0,0.11094065517241379,45.0,0.3771600444444444,194.0,0.6508610035670103,194.0,0.13764148453608246,73.0,0.38724634246575346
5,114.0,0.7312673365087718,114.0,0.09134376315789473,30.0,0.3514540666666667,141.0,0.5559086651702128,141.0,0.10956352482269503,50.0,0.36312908,157.0,0.5405826321847134,157.0,0.08286526751592356,39.0,0.37061602564102564,146.0,0.5311737887808219,146.0,0.09297473287671232,41.0,0.34775797560975613,110.0,0.7127049670363637,109.0,0.121822,43.0,0.37261534883720926,156.0,0.5031952221794872,157.0,0.108898,57.0,0.3738739649122807,178.0,0.4630091319662921,178.0,0.10103417415730338,59.0,0.3651839830508475,173.0,0.48206084238728325,173.0,0.08728565895953756,46.0,0.3721220434782609,154.0,0.5545636568961039,154.0,0.10432057792207793,64.0,0.35696121875,128.0,0.6561135098125,127.0,0.1327840157480315,58.0,0.37571689655172413,129.0,0.5974360393875968,130.0,0.14251903846153846,55.0,0.3821896363636364,194.0,0.6630205198453609,195.0,0.12952561538461538,85.0,0.35282783529411765
average,123.8,0.6423358792794119,123.6,0.11930843032254715,36.8,0.3778783456248922,128.4,0.6533669693893722,128.2,0.0936931864045468,43.6,0.3807699371078298,163.4,0.5235766048064077,163.0,0.08844093733350909,48.4,0.38652422949380816,121.8,0.7040005247229288,121.4,0.09083501432960847,37.4,0.3884276541292658,116.2,0.69930147463789,115.6,0.10247195306916823,43.0,0.38953551572539413,142.8,0.6000691145049032,143.0,0.09015491403161045,44.2,0.3847755795803802,155.6,0.5674111119821984,155.4,0.09376026825319969,46.0,0.395686728692659,148.4,0.595833675765801,148.4,0.09360981715039551,41.8,0.39408484302489777,156.8,0.58693791513102,156.8,0.08840320641641347,51.6,0.39165212299874436,128.2,0.7061740836308894,128.2,0.10640750840813751,42.4,0.40182514200534225,128.8,0.646302921103853,128.8,0.1004755661934571,40.2,0.4005807299116162,191.2,0.7233431207731623,191.2,0.11246569840010809,65.4,0.39274180261819297
std_dev,15.184202316881846,0.13501529577992363,15.186836405255702,0.054856172877312905,11.08873302050329,0.019727350388720838,14.880860190190619,0.09560505767361918,15.157836257197134,0.01024771836378786,16.353592877407703,0.026389972895004752,16.353592877407703,0.06379167383750259,16.39512122553536,0.010999821255612618,15.409088227406578,0.019598320604386106,26.31653472628948,0.24886910717085675,26.665333299998334,0.012886541232927694,13.879481258317979,0.030597261439965145,11.54816002660164,0.0870608000208401,11.909659944767524,0.013755191898868611,13.971399357258385,0.016993867024571018,25.126878039263055,0.16223584617936865,25.234896472940004,0.018977262075062146,21.637005338077635,0.022606253291616116,20.25438224187546,0.0975572099867467,20.13554071784515,0.008011811024624905,12.712198865656562,0.029255926572111155,32.76339420756037,0.1495150322032454,32.70840870479638,0.02089575991041991,11.178550889985697,0.01804739395789602,28.39295687314021,0.1600728994007664,28.39295687314021,0.016182112275469236,22.913751329714653,0.02123969369414008,27.72291470967654,0.18573215783634564,27.86682615584344,0.025597383033756683,15.78100123566309,0.019300839267890092,17.904189453868053,0.09911947959883739,18.048822676285564,0.024744921207625406,10.906878563548783,0.025065112895488816,38.25911656063166,0.16232831160946384,37.92308004368844,0.023746729077477265,16.85941873256608,0.02666285114371318
